custom_id,dataset,row_idx,variant,gt_faithful,labels,n_aspects
v7_herath_85_faithful,herath,85,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_85_flip,herath,85,flip,False,"{""materials"": ""negative""}",1
v7_herath_85_inject,herath,85,inject,False,"{""materials"": ""neutral"", ""assessment_design"": ""negative""}",2
v7_herath_2691_faithful,herath,2691,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2691_flip,herath,2691,flip,False,"{""organization"": ""negative""}",1
v7_herath_2691_inject,herath,2691,inject,False,"{""organization"": ""neutral"", ""assessment_design"": ""positive""}",2
v7_herath_1662_faithful,herath,1662,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1662_flip,herath,1662,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1662_inject,herath,1662,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",2
v7_herath_2362_faithful,herath,2362,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2362_flip,herath,2362,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2362_inject,herath,2362,inject,False,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""negative""}",2
v7_herath_764_faithful,herath,764,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_764_flip,herath,764,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_764_inject,herath,764,inject,False,"{""lecturer_quality"": ""positive"", ""accessibility"": ""positive""}",2
v7_herath_756_faithful,herath,756,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_756_flip,herath,756,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_756_inject,herath,756,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""positive""}",2
v7_herath_2747_faithful,herath,2747,faithful,True,"{""organization"": ""neutral"", ""lecturer_quality"": ""neutral""}",2
v7_herath_2747_flip,herath,2747,flip,False,"{""organization"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_2747_inject,herath,2747,inject,False,"{""organization"": ""neutral"", ""lecturer_quality"": ""neutral"", ""materials"": ""positive""}",3
v7_herath_1469_faithful,herath,1469,faithful,True,"{""exam_fairness"": ""neutral"", ""overall_experience"": ""positive""}",2
v7_herath_1469_flip,herath,1469,flip,False,"{""exam_fairness"": ""negative"", ""overall_experience"": ""negative""}",2
v7_herath_1469_inject,herath,1469,inject,False,"{""exam_fairness"": ""neutral"", ""overall_experience"": ""positive"", ""workload"": ""negative""}",3
v7_herath_1436_faithful,herath,1436,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1436_flip,herath,1436,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1436_inject,herath,1436,inject,False,"{""lecturer_quality"": ""positive"", ""accessibility"": ""negative""}",2
v7_herath_568_faithful,herath,568,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""assessment_design"": ""positive"", ""exam_fairness"": ""negative""}",4
v7_herath_568_flip,herath,568,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative"", ""assessment_design"": ""negative"", ""exam_fairness"": ""positive""}",4
v7_herath_568_inject,herath,568,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""assessment_design"": ""positive"", ""exam_fairness"": ""negative"", ""overall_experience"": ""negative""}",5
v7_herath_1060_faithful,herath,1060,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1060_flip,herath,1060,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1060_inject,herath,1060,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_1965_faithful,herath,1965,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""neutral""}",2
v7_herath_1965_flip,herath,1965,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_1965_inject,herath,1965,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""neutral"", ""materials"": ""positive""}",3
v7_herath_2704_faithful,herath,2704,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2704_flip,herath,2704,flip,False,"{""organization"": ""negative""}",1
v7_herath_2704_inject,herath,2704,inject,False,"{""organization"": ""neutral"", ""overall_experience"": ""positive""}",2
v7_herath_1120_faithful,herath,1120,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_1120_flip,herath,1120,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_1120_inject,herath,1120,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",3
v7_herath_209_faithful,herath,209,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_209_flip,herath,209,flip,False,"{""materials"": ""negative""}",1
v7_herath_209_inject,herath,209,inject,False,"{""materials"": ""neutral"", ""lecturer_quality"": ""negative""}",2
v7_herath_736_faithful,herath,736,faithful,True,"{""assessment_design"": ""neutral"", ""exam_fairness"": ""negative"", ""lecturer_quality"": ""negative""}",3
v7_herath_736_flip,herath,736,flip,False,"{""assessment_design"": ""negative"", ""exam_fairness"": ""positive"", ""lecturer_quality"": ""positive""}",3
v7_herath_736_inject,herath,736,inject,False,"{""assessment_design"": ""neutral"", ""exam_fairness"": ""negative"", ""lecturer_quality"": ""negative"", ""organization"": ""negative""}",4
v7_herath_294_faithful,herath,294,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_294_flip,herath,294,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_294_inject,herath,294,inject,False,"{""lecturer_quality"": ""neutral"", ""assessment_design"": ""positive""}",2
v7_herath_1400_faithful,herath,1400,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_1400_flip,herath,1400,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_1400_inject,herath,1400,inject,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive""}",2
v7_herath_840_faithful,herath,840,faithful,True,"{""grading_transparency"": ""negative""}",1
v7_herath_840_flip,herath,840,flip,False,"{""grading_transparency"": ""positive""}",1
v7_herath_840_inject,herath,840,inject,False,"{""grading_transparency"": ""negative"", ""overall_experience"": ""negative""}",2
v7_herath_251_faithful,herath,251,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_251_flip,herath,251,flip,False,"{""materials"": ""negative""}",1
v7_herath_251_inject,herath,251,inject,False,"{""materials"": ""neutral"", ""workload"": ""negative""}",2
v7_herath_1604_faithful,herath,1604,faithful,True,"{""overall_experience"": ""neutral"", ""lecturer_quality"": ""positive""}",2
v7_herath_1604_flip,herath,1604,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_1604_inject,herath,1604,inject,False,"{""overall_experience"": ""neutral"", ""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_1601_faithful,herath,1601,faithful,True,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""neutral""}",2
v7_herath_1601_flip,herath,1601,flip,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",2
v7_herath_1601_inject,herath,1601,inject,False,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""neutral"", ""assessment_design"": ""negative""}",3
v7_herath_2446_faithful,herath,2446,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2446_flip,herath,2446,flip,False,"{""organization"": ""negative""}",1
v7_herath_2446_inject,herath,2446,inject,False,"{""organization"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_herath_155_faithful,herath,155,faithful,True,"{""organization"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""positive""}",3
v7_herath_155_flip,herath,155,flip,False,"{""organization"": ""negative"", ""lecturer_quality"": ""negative"", ""materials"": ""negative""}",3
v7_herath_155_inject,herath,155,inject,False,"{""organization"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""accessibility"": ""negative""}",4
v7_herath_2057_faithful,herath,2057,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2057_flip,herath,2057,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2057_inject,herath,2057,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_367_faithful,herath,367,faithful,True,"{""lecturer_quality"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_367_flip,herath,367,flip,False,"{""lecturer_quality"": ""negative"", ""organization"": ""negative"", ""exam_fairness"": ""negative""}",3
v7_herath_367_inject,herath,367,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive"", ""materials"": ""positive""}",4
v7_herath_1806_faithful,herath,1806,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1806_flip,herath,1806,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1806_inject,herath,1806,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_182_faithful,herath,182,faithful,True,"{""organization"": ""positive"", ""lecturer_quality"": ""neutral""}",2
v7_herath_182_flip,herath,182,flip,False,"{""organization"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_182_inject,herath,182,inject,False,"{""organization"": ""positive"", ""lecturer_quality"": ""neutral"", ""grading_transparency"": ""negative""}",3
v7_herath_930_faithful,herath,930,faithful,True,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""neutral""}",2
v7_herath_930_flip,herath,930,flip,False,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""negative""}",2
v7_herath_930_inject,herath,930,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""neutral"", ""materials"": ""negative""}",3
v7_herath_821_faithful,herath,821,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_821_flip,herath,821,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_821_inject,herath,821,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_2773_faithful,herath,2773,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2773_flip,herath,2773,flip,False,"{""organization"": ""negative""}",1
v7_herath_2773_inject,herath,2773,inject,False,"{""organization"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_herath_869_faithful,herath,869,faithful,True,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""neutral""}",2
v7_herath_869_flip,herath,869,flip,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""negative""}",2
v7_herath_869_inject,herath,869,inject,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""neutral"", ""grading_transparency"": ""negative""}",3
v7_herath_1696_faithful,herath,1696,faithful,True,"{""lecturer_quality"": ""positive"", ""workload"": ""neutral""}",2
v7_herath_1696_flip,herath,1696,flip,False,"{""lecturer_quality"": ""negative"", ""workload"": ""negative""}",2
v7_herath_1696_inject,herath,1696,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""neutral"", ""grading_transparency"": ""positive""}",3
v7_herath_739_faithful,herath,739,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""neutral""}",2
v7_herath_739_flip,herath,739,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_739_inject,herath,739,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""neutral"", ""exam_fairness"": ""negative""}",3
v7_herath_2073_faithful,herath,2073,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2073_flip,herath,2073,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2073_inject,herath,2073,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",2
v7_herath_545_faithful,herath,545,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_545_flip,herath,545,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_545_inject,herath,545,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_2786_faithful,herath,2786,faithful,True,"{""organization"": ""positive""}",1
v7_herath_2786_flip,herath,2786,flip,False,"{""organization"": ""negative""}",1
v7_herath_2786_inject,herath,2786,inject,False,"{""organization"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_678_faithful,herath,678,faithful,True,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_678_flip,herath,678,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive""}",2
v7_herath_678_inject,herath,678,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative"", ""accessibility"": ""negative""}",3
v7_herath_1332_faithful,herath,1332,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1332_flip,herath,1332,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1332_inject,herath,1332,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_2604_faithful,herath,2604,faithful,True,"{""workload"": ""negative""}",1
v7_herath_2604_flip,herath,2604,flip,False,"{""workload"": ""positive""}",1
v7_herath_2604_inject,herath,2604,inject,False,"{""workload"": ""negative"", ""overall_experience"": ""positive""}",2
v7_herath_1819_faithful,herath,1819,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1819_flip,herath,1819,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1819_inject,herath,1819,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""positive""}",2
v7_herath_2369_faithful,herath,2369,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2369_flip,herath,2369,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2369_inject,herath,2369,inject,False,"{""lecturer_quality"": ""neutral"", ""assessment_design"": ""negative""}",2
v7_herath_1707_faithful,herath,1707,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1707_flip,herath,1707,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1707_inject,herath,1707,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""negative""}",2
v7_herath_1967_faithful,herath,1967,faithful,True,"{""organization"": ""positive""}",1
v7_herath_1967_flip,herath,1967,flip,False,"{""organization"": ""negative""}",1
v7_herath_1967_inject,herath,1967,inject,False,"{""organization"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_2143_faithful,herath,2143,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_2143_flip,herath,2143,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_2143_inject,herath,2143,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_1101_faithful,herath,1101,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1101_flip,herath,1101,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1101_inject,herath,1101,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",2
v7_herath_423_faithful,herath,423,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_423_flip,herath,423,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative""}",2
v7_herath_423_inject,herath,423,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""accessibility"": ""negative""}",3
v7_herath_723_faithful,herath,723,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_723_flip,herath,723,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_723_inject,herath,723,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""negative""}",2
v7_herath_2542_faithful,herath,2542,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2542_flip,herath,2542,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2542_inject,herath,2542,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_1322_faithful,herath,1322,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1322_flip,herath,1322,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1322_inject,herath,1322,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""positive""}",2
v7_herath_2130_faithful,herath,2130,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2130_flip,herath,2130,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2130_inject,herath,2130,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",2
v7_herath_738_faithful,herath,738,faithful,True,"{""assessment_design"": ""negative""}",1
v7_herath_738_flip,herath,738,flip,False,"{""assessment_design"": ""positive""}",1
v7_herath_738_inject,herath,738,inject,False,"{""assessment_design"": ""negative"", ""organization"": ""positive""}",2
v7_herath_1204_faithful,herath,1204,faithful,True,"{""lecturer_quality"": ""positive"", ""organization"": ""neutral""}",2
v7_herath_1204_flip,herath,1204,flip,False,"{""lecturer_quality"": ""negative"", ""organization"": ""negative""}",2
v7_herath_1204_inject,herath,1204,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""neutral"", ""overall_experience"": ""positive""}",3
v7_herath_609_faithful,herath,609,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive"", ""workload"": ""positive""}",4
v7_herath_609_flip,herath,609,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""grading_transparency"": ""negative"", ""workload"": ""negative""}",4
v7_herath_609_inject,herath,609,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive"", ""workload"": ""positive"", ""organization"": ""positive""}",5
v7_herath_1724_faithful,herath,1724,faithful,True,"{""overall_experience"": ""negative""}",1
v7_herath_1724_flip,herath,1724,flip,False,"{""overall_experience"": ""positive""}",1
v7_herath_1724_inject,herath,1724,inject,False,"{""overall_experience"": ""negative"", ""materials"": ""negative""}",2
v7_herath_2386_faithful,herath,2386,faithful,True,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""negative""}",2
v7_herath_2386_flip,herath,2386,flip,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",2
v7_herath_2386_inject,herath,2386,inject,False,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""negative"", ""accessibility"": ""negative""}",3
v7_herath_533_faithful,herath,533,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_533_flip,herath,533,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_533_inject,herath,533,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",2
v7_herath_422_faithful,herath,422,faithful,True,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""neutral""}",2
v7_herath_422_flip,herath,422,flip,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_422_inject,herath,422,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""neutral"", ""assessment_design"": ""negative""}",3
v7_herath_2131_faithful,herath,2131,faithful,True,"{""organization"": ""positive"", ""materials"": ""positive"", ""lecturer_quality"": ""positive""}",3
v7_herath_2131_flip,herath,2131,flip,False,"{""organization"": ""negative"", ""materials"": ""negative"", ""lecturer_quality"": ""negative""}",3
v7_herath_2131_inject,herath,2131,inject,False,"{""organization"": ""positive"", ""materials"": ""positive"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",4
v7_herath_1048_faithful,herath,1048,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""positive""}",2
v7_herath_1048_flip,herath,1048,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_herath_1048_inject,herath,1048,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_herath_2236_faithful,herath,2236,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2236_flip,herath,2236,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2236_inject,herath,2236,inject,False,"{""lecturer_quality"": ""neutral"", ""exam_fairness"": ""negative""}",2
v7_herath_222_faithful,herath,222,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_222_flip,herath,222,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_222_inject,herath,222,inject,False,"{""lecturer_quality"": ""positive"", ""accessibility"": ""negative""}",2
v7_herath_2159_faithful,herath,2159,faithful,True,"{""organization"": ""positive""}",1
v7_herath_2159_flip,herath,2159,flip,False,"{""organization"": ""negative""}",1
v7_herath_2159_inject,herath,2159,inject,False,"{""organization"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_1545_faithful,herath,1545,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1545_flip,herath,1545,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1545_inject,herath,1545,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_2637_faithful,herath,2637,faithful,True,"{""organization"": ""negative""}",1
v7_herath_2637_flip,herath,2637,flip,False,"{""organization"": ""positive""}",1
v7_herath_2637_inject,herath,2637,inject,False,"{""organization"": ""negative"", ""assessment_design"": ""positive""}",2
v7_herath_748_faithful,herath,748,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_748_flip,herath,748,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_748_inject,herath,748,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""positive""}",2
v7_herath_1861_faithful,herath,1861,faithful,True,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""neutral""}",2
v7_herath_1861_flip,herath,1861,flip,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_1861_inject,herath,1861,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""neutral"", ""grading_transparency"": ""negative""}",3
v7_herath_200_faithful,herath,200,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_200_flip,herath,200,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_200_inject,herath,200,inject,False,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""negative""}",2
v7_herath_1347_faithful,herath,1347,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1347_flip,herath,1347,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1347_inject,herath,1347,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""negative""}",2
v7_herath_1873_faithful,herath,1873,faithful,True,"{""assessment_design"": ""neutral"", ""exam_fairness"": ""neutral""}",2
v7_herath_1873_flip,herath,1873,flip,False,"{""assessment_design"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_1873_inject,herath,1873,inject,False,"{""assessment_design"": ""neutral"", ""exam_fairness"": ""neutral"", ""accessibility"": ""negative""}",3
v7_herath_2588_faithful,herath,2588,faithful,True,"{""organization"": ""negative""}",1
v7_herath_2588_flip,herath,2588,flip,False,"{""organization"": ""positive""}",1
v7_herath_2588_inject,herath,2588,inject,False,"{""organization"": ""negative"", ""workload"": ""negative""}",2
v7_herath_1097_faithful,herath,1097,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_1097_flip,herath,1097,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_1097_inject,herath,1097,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""accessibility"": ""negative""}",3
v7_herath_1612_faithful,herath,1612,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_1612_flip,herath,1612,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1612_inject,herath,1612,inject,False,"{""lecturer_quality"": ""neutral"", ""accessibility"": ""negative""}",2
v7_herath_406_faithful,herath,406,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_406_flip,herath,406,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_406_inject,herath,406,inject,False,"{""lecturer_quality"": ""positive"", ""accessibility"": ""positive""}",2
v7_herath_2716_faithful,herath,2716,faithful,True,"{""materials"": ""negative""}",1
v7_herath_2716_flip,herath,2716,flip,False,"{""materials"": ""positive""}",1
v7_herath_2716_inject,herath,2716,inject,False,"{""materials"": ""negative"", ""assessment_design"": ""negative""}",2
v7_herath_373_faithful,herath,373,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_373_flip,herath,373,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_373_inject,herath,373,inject,False,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""positive""}",2
v7_herath_2311_faithful,herath,2311,faithful,True,"{""organization"": ""positive""}",1
v7_herath_2311_flip,herath,2311,flip,False,"{""organization"": ""negative""}",1
v7_herath_2311_inject,herath,2311,inject,False,"{""organization"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_1032_faithful,herath,1032,faithful,True,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive"", ""grading_transparency"": ""neutral""}",3
v7_herath_1032_flip,herath,1032,flip,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative"", ""grading_transparency"": ""negative""}",3
v7_herath_1032_inject,herath,1032,inject,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive"", ""grading_transparency"": ""neutral"", ""organization"": ""negative""}",4
v7_herath_789_faithful,herath,789,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_789_flip,herath,789,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_789_inject,herath,789,inject,False,"{""lecturer_quality"": ""neutral"", ""workload"": ""negative""}",2
v7_herath_762_faithful,herath,762,faithful,True,"{""overall_experience"": ""positive""}",1
v7_herath_762_flip,herath,762,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_762_inject,herath,762,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""positive""}",2
v7_herath_1071_faithful,herath,1071,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_1071_flip,herath,1071,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_1071_inject,herath,1071,inject,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""positive""}",2
v7_herath_2393_faithful,herath,2393,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2393_flip,herath,2393,flip,False,"{""organization"": ""negative""}",1
v7_herath_2393_inject,herath,2393,inject,False,"{""organization"": ""neutral"", ""overall_experience"": ""negative""}",2
v7_herath_2464_faithful,herath,2464,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_2464_flip,herath,2464,flip,False,"{""materials"": ""negative""}",1
v7_herath_2464_inject,herath,2464,inject,False,"{""materials"": ""neutral"", ""grading_transparency"": ""positive""}",2
v7_herath_2597_faithful,herath,2597,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_2597_flip,herath,2597,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_2597_inject,herath,2597,inject,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",2
v7_herath_578_faithful,herath,578,faithful,True,"{""overall_experience"": ""neutral""}",1
v7_herath_578_flip,herath,578,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_578_inject,herath,578,inject,False,"{""overall_experience"": ""neutral"", ""accessibility"": ""negative""}",2
v7_herath_2230_faithful,herath,2230,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_2230_flip,herath,2230,flip,False,"{""materials"": ""negative""}",1
v7_herath_2230_inject,herath,2230,inject,False,"{""materials"": ""neutral"", ""grading_transparency"": ""positive""}",2
