approach,gold_missed,wrong_predicted,count,wrong_is_broad_label
openai-gpt-5.2-few-shot-diverse,practical_application,prerequisite_fit,11,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,support,11,True
openai-gpt-5.2-few-shot-diverse,support,pacing,11,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,pacing,11,False
openai-gpt-5.2-few-shot-diverse,accessibility,grading_transparency,10,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,peer_interaction,10,False
openai-gpt-5.2-few-shot-diverse,support,prerequisite_fit,10,False
openai-gpt-5.2-few-shot-diverse,workload,clarity,10,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,assessment_design,10,False
openai-gpt-5.2-few-shot-diverse,assessment_design,prerequisite_fit,10,False
openai-gpt-5.2-few-shot-diverse,pacing,clarity,10,False
openai-gpt-5.2-few-shot-diverse,support,peer_interaction,10,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,pacing,9,False
openai-gpt-5.2-few-shot-diverse,clarity,prerequisite_fit,9,False
openai-gpt-5.2-few-shot-diverse,workload,peer_interaction,9,False
openai-gpt-5.2-few-shot-diverse,organization,peer_interaction,9,False
openai-gpt-5.2-few-shot-diverse,accessibility,prerequisite_fit,9,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,grading_transparency,9,False
openai-gpt-5.2-few-shot-diverse,grading_transparency,peer_interaction,9,False
openai-gpt-5.2-few-shot-diverse,practical_application,clarity,9,False
openai-gpt-5.2-few-shot-diverse,workload,grading_transparency,8,False
openai-gpt-5.2-few-shot-diverse,materials,prerequisite_fit,8,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,prerequisite_fit,8,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,prerequisite_fit,8,False
openai-gpt-5.2-few-shot-diverse,pacing,support,8,True
openai-gpt-5.2-few-shot-diverse,support,workload,8,False
openai-gpt-5.2-few-shot-diverse,relevance,assessment_design,8,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,peer_interaction,8,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,peer_interaction,8,False
openai-gpt-5.2-few-shot-diverse,practical_application,assessment_design,8,False
openai-gpt-5.2-few-shot-diverse,materials,lecturer_quality,8,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,materials,7,False
openai-gpt-5.2-few-shot-diverse,interest,lecturer_quality,7,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,clarity,7,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,grading_transparency,7,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,materials,7,False
openai-gpt-5.2-few-shot-diverse,organization,prerequisite_fit,7,False
openai-gpt-5.2-few-shot-diverse,overall_experience,assessment_design,7,False
openai-gpt-5.2-few-shot-diverse,difficulty,peer_interaction,7,False
openai-gpt-5.2-few-shot-diverse,relevance,materials,7,False
openai-gpt-5.2-few-shot-diverse,workload,lecturer_quality,7,False
openai-gpt-5.2-few-shot-diverse,difficulty,assessment_design,7,False
openai-gpt-5.2-few-shot-diverse,materials,pacing,7,False
openai-gpt-5.2-few-shot-diverse,difficulty,lecturer_quality,7,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,clarity,7,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,practical_application,7,False
openai-gpt-5.2-few-shot-diverse,overall_experience,practical_application,6,False
openai-gpt-5.2-few-shot-diverse,relevance,practical_application,6,False
openai-gpt-5.2-few-shot-diverse,pacing,materials,6,False
openai-gpt-5.2-few-shot-diverse,pacing,prerequisite_fit,6,False
openai-gpt-5.2-few-shot-diverse,clarity,materials,6,False
openai-gpt-5.2-few-shot-diverse,accessibility,materials,6,False
openai-gpt-5.2-few-shot-diverse,interest,prerequisite_fit,6,False
openai-gpt-5.2-few-shot-diverse,clarity,assessment_design,6,False
openai-gpt-5.2-few-shot-diverse,materials,assessment_design,6,False
openai-gpt-5.2-few-shot-diverse,clarity,lecturer_quality,6,False
openai-gpt-5.2-few-shot-diverse,support,practical_application,6,False
openai-gpt-5.2-few-shot-diverse,pacing,assessment_design,6,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,prerequisite_fit,6,False
openai-gpt-5.2-few-shot-diverse,organization,materials,6,False
openai-gpt-5.2-few-shot-diverse,support,lecturer_quality,6,False
openai-gpt-5.2-few-shot-diverse,accessibility,assessment_design,6,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,assessment_design,6,False
openai-gpt-5.2-few-shot-diverse,assessment_design,lecturer_quality,6,False
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,materials,6,False
openai-gpt-5.2-few-shot-diverse,clarity,organization,5,False
openai-gpt-5.2-few-shot-diverse,assessment_design,materials,5,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,materials,5,False
openai-gpt-5.2-few-shot-diverse,relevance,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,organization,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,workload,assessment_design,5,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,clarity,peer_interaction,5,False
openai-gpt-5.2-few-shot-diverse,support,assessment_design,5,False
openai-gpt-5.2-few-shot-diverse,grading_transparency,prerequisite_fit,5,False
openai-gpt-5.2-few-shot-diverse,workload,prerequisite_fit,5,False
openai-gpt-5.2-few-shot-diverse,interest,materials,5,False
openai-gpt-5.2-few-shot-diverse,workload,exam_fairness,5,False
openai-gpt-5.2-few-shot-diverse,support,materials,5,False
openai-gpt-5.2-few-shot-diverse,overall_experience,organization,5,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,prerequisite_fit,5,False
openai-gpt-5.2-few-shot-diverse,practical_application,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,organization,practical_application,5,False
openai-gpt-5.2-few-shot-diverse,materials,peer_interaction,5,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,lecturer_quality,5,False
openai-gpt-5.2-few-shot-diverse,assessment_design,practical_application,4,False
openai-gpt-5.2-few-shot-diverse,pacing,peer_interaction,4,False
openai-gpt-5.2-few-shot-diverse,practical_application,materials,4,False
openai-gpt-5.2-few-shot-diverse,difficulty,practical_application,4,False
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,assessment_design,4,False
openai-gpt-5.2-few-shot-diverse,accessibility,practical_application,4,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,peer_interaction,4,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,assessment_design,4,False
openai-gpt-5.2-few-shot-diverse,practical_application,organization,4,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,materials,4,False
openai-gpt-5.2-few-shot-diverse,assessment_design,overall_experience,4,True
openai-gpt-5.2-few-shot-diverse,difficulty,materials,4,False
openai-gpt-5.2-few-shot-diverse,grading_transparency,assessment_design,4,False
openai-gpt-5.2-few-shot-diverse,materials,practical_application,4,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,lecturer_quality,4,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,overall_experience,3,True
openai-gpt-5.2-few-shot-diverse,accessibility,exam_fairness,3,False
openai-gpt-5.2-few-shot-diverse,interest,practical_application,3,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,organization,3,False
openai-gpt-5.2-few-shot-diverse,overall_experience,interest,3,True
openai-gpt-5.2-few-shot-diverse,support,organization,3,False
openai-gpt-5.2-few-shot-diverse,pacing,organization,3,False
openai-gpt-5.2-few-shot-diverse,organization,assessment_design,3,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,assessment_design,3,False
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,lecturer_quality,3,False
openai-gpt-5.2-few-shot-diverse,clarity,practical_application,3,False
openai-gpt-5.2-few-shot-diverse,accessibility,overall_experience,3,True
openai-gpt-5.2-few-shot-diverse,lecturer_quality,practical_application,3,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,practical_application,3,False
openai-gpt-5.2-few-shot-diverse,grading_transparency,lecturer_quality,3,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,interest,3,True
openai-gpt-5.2-few-shot-diverse,difficulty,interest,3,True
openai-gpt-5.2-few-shot-diverse,grading_transparency,materials,3,False
openai-gpt-5.2-few-shot-diverse,workload,materials,3,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,interest,3,True
openai-gpt-5.2-few-shot-diverse,interest,exam_fairness,3,False
openai-gpt-5.2-few-shot-diverse,interest,overall_experience,2,True
openai-gpt-5.2-few-shot-diverse,support,exam_fairness,2,False
openai-gpt-5.2-few-shot-diverse,accessibility,lecturer_quality,2,False
openai-gpt-5.2-few-shot-diverse,relevance,interest,2,True
openai-gpt-5.2-few-shot-diverse,clarity,relevance,2,False
openai-gpt-5.2-few-shot-diverse,pacing,practical_application,2,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,workload,2,False
openai-gpt-5.2-few-shot-diverse,workload,organization,2,False
openai-gpt-5.2-few-shot-diverse,assessment_design,exam_fairness,2,False
openai-gpt-5.2-few-shot-diverse,grading_transparency,practical_application,2,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,organization,2,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,practical_application,2,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,organization,2,False
openai-gpt-5.2-few-shot-diverse,practical_application,interest,2,True
openai-gpt-5.2-few-shot-diverse,assessment_design,organization,2,False
openai-gpt-5.2-few-shot-diverse,pacing,overall_experience,2,True
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,overall_experience,2,True
openai-gpt-5.2-few-shot-diverse,organization,overall_experience,2,True
openai-gpt-5.2-few-shot-diverse,assessment_design,interest,2,True
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,exam_fairness,2,False
openai-gpt-5.2-few-shot-diverse,relevance,exam_fairness,2,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,exam_fairness,2,False
openai-gpt-5.2-few-shot-diverse,pacing,lecturer_quality,2,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,organization,2,False
openai-gpt-5.2-few-shot-diverse,relevance,organization,2,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,practical_application,2,False
openai-gpt-5.2-few-shot-diverse,interest,organization,2,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,relevance,2,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,materials,2,False
openai-gpt-5.2-few-shot-diverse,accessibility,organization,1,False
openai-gpt-5.2-few-shot-diverse,clarity,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,peer_interaction,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,workload,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,relevance,1,False
openai-gpt-5.2-few-shot-diverse,support,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,difficulty,organization,1,False
openai-gpt-5.2-few-shot-diverse,materials,organization,1,False
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,organization,1,False
openai-gpt-5.2-few-shot-diverse,overall_experience,relevance,1,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,relevance,1,False
openai-gpt-5.2-few-shot-diverse,overall_experience,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,assessment_design,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,pacing,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,practical_application,accessibility,1,False
openai-gpt-5.2-few-shot-diverse,workload,practical_application,1,False
openai-gpt-5.2-few-shot-diverse,prerequisite_fit,practical_application,1,False
openai-gpt-5.2-few-shot-diverse,accessibility,interest,1,True
openai-gpt-5.2-few-shot-diverse,difficulty,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,materials,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,relevance,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,practical_application,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,materials,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,practical_application,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,grading_transparency,organization,1,False
openai-gpt-5.2-few-shot-diverse,support,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,organization,interest,1,True
openai-gpt-5.2-few-shot-diverse,materials,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,organization,relevance,1,False
openai-gpt-5.2-few-shot-diverse,pacing,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,practical_application,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,interest,1,True
openai-gpt-5.2-few-shot-diverse,assessment_design,relevance,1,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,accessibility,1,False
openai-gpt-5.2-few-shot-diverse,feedback_quality,exam_fairness,1,False
openai-gpt-5.2-few-shot-diverse,clarity,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,accessibility,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,difficulty,relevance,1,False
openai-gpt-5.2-few-shot-diverse,tooling_usability,overall_experience,1,True
openai-gpt-5.2-few-shot-diverse,tooling_usability,prerequisite_fit,1,False
openai-gpt-5.2-few-shot-diverse,support,interest,1,True
openai-gpt-5.2-few-shot-diverse,lecturer_quality,relevance,1,False
openai-gpt-5.2-few-shot-diverse,interest,relevance,1,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,organization,1,False
openai-gpt-5.2-few-shot-diverse,lecturer_quality,difficulty,1,False
openai-gpt-5.2-few-shot-diverse,exam_fairness,interest,1,True
openai-gpt-5.2-few-shot-diverse,tooling_usability,exam_fairness,1,False
openai-gpt-5.2-retrieval-few-shot,difficulty,tooling_usability,47,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,tooling_usability,46,True
openai-gpt-5.2-retrieval-few-shot,materials,tooling_usability,44,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,feedback_quality,41,True
openai-gpt-5.2-retrieval-few-shot,accessibility,tooling_usability,40,True
openai-gpt-5.2-retrieval-few-shot,peer_interaction,tooling_usability,40,True
openai-gpt-5.2-retrieval-few-shot,relevance,tooling_usability,39,True
openai-gpt-5.2-retrieval-few-shot,relevance,feedback_quality,39,True
openai-gpt-5.2-retrieval-few-shot,practical_application,tooling_usability,39,True
openai-gpt-5.2-retrieval-few-shot,accessibility,feedback_quality,36,True
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,feedback_quality,36,True
openai-gpt-5.2-retrieval-few-shot,difficulty,feedback_quality,36,True
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,tooling_usability,35,True
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,feedback_quality,34,True
openai-gpt-5.2-retrieval-few-shot,interest,feedback_quality,33,True
openai-gpt-5.2-retrieval-few-shot,assessment_design,feedback_quality,33,True
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,tooling_usability,32,True
openai-gpt-5.2-retrieval-few-shot,interest,support,32,True
openai-gpt-5.2-retrieval-few-shot,support,feedback_quality,32,True
openai-gpt-5.2-retrieval-few-shot,organization,tooling_usability,31,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,support,30,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,pacing,30,False
openai-gpt-5.2-retrieval-few-shot,relevance,workload,30,False
openai-gpt-5.2-retrieval-few-shot,clarity,tooling_usability,30,True
openai-gpt-5.2-retrieval-few-shot,support,tooling_usability,30,True
openai-gpt-5.2-retrieval-few-shot,interest,tooling_usability,30,True
openai-gpt-5.2-retrieval-few-shot,clarity,feedback_quality,30,True
openai-gpt-5.2-retrieval-few-shot,practical_application,feedback_quality,29,True
openai-gpt-5.2-retrieval-few-shot,exam_fairness,feedback_quality,28,True
openai-gpt-5.2-retrieval-few-shot,relevance,support,27,True
openai-gpt-5.2-retrieval-few-shot,organization,feedback_quality,26,True
openai-gpt-5.2-retrieval-few-shot,workload,tooling_usability,26,True
openai-gpt-5.2-retrieval-few-shot,peer_interaction,support,26,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,workload,25,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,feedback_quality,25,True
openai-gpt-5.2-retrieval-few-shot,assessment_design,tooling_usability,25,True
openai-gpt-5.2-retrieval-few-shot,accessibility,support,24,True
openai-gpt-5.2-retrieval-few-shot,materials,feedback_quality,24,True
openai-gpt-5.2-retrieval-few-shot,difficulty,support,24,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,grading_transparency,24,False
openai-gpt-5.2-retrieval-few-shot,practical_application,support,24,True
openai-gpt-5.2-retrieval-few-shot,exam_fairness,tooling_usability,23,True
openai-gpt-5.2-retrieval-few-shot,clarity,support,23,True
openai-gpt-5.2-retrieval-few-shot,feedback_quality,tooling_usability,23,True
openai-gpt-5.2-retrieval-few-shot,organization,support,23,True
openai-gpt-5.2-retrieval-few-shot,organization,pacing,23,False
openai-gpt-5.2-retrieval-few-shot,materials,support,23,True
openai-gpt-5.2-retrieval-few-shot,grading_transparency,tooling_usability,22,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,peer_interaction,22,False
openai-gpt-5.2-retrieval-few-shot,practical_application,workload,21,False
openai-gpt-5.2-retrieval-few-shot,interest,pacing,21,False
openai-gpt-5.2-retrieval-few-shot,interest,peer_interaction,21,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,support,20,True
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,pacing,20,False
openai-gpt-5.2-retrieval-few-shot,difficulty,grading_transparency,20,False
openai-gpt-5.2-retrieval-few-shot,relevance,pacing,19,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,support,19,True
openai-gpt-5.2-retrieval-few-shot,interest,workload,19,False
openai-gpt-5.2-retrieval-few-shot,accessibility,peer_interaction,19,False
openai-gpt-5.2-retrieval-few-shot,difficulty,workload,19,False
openai-gpt-5.2-retrieval-few-shot,practical_application,pacing,19,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,pacing,18,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,support,18,True
openai-gpt-5.2-retrieval-few-shot,assessment_design,workload,18,False
openai-gpt-5.2-retrieval-few-shot,tooling_usability,feedback_quality,18,True
openai-gpt-5.2-retrieval-few-shot,support,peer_interaction,18,False
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,support,18,True
openai-gpt-5.2-retrieval-few-shot,peer_interaction,feedback_quality,18,True
openai-gpt-5.2-retrieval-few-shot,accessibility,clarity,17,False
openai-gpt-5.2-retrieval-few-shot,practical_application,peer_interaction,17,False
openai-gpt-5.2-retrieval-few-shot,workload,feedback_quality,17,True
openai-gpt-5.2-retrieval-few-shot,materials,workload,17,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,workload,17,False
openai-gpt-5.2-retrieval-few-shot,relevance,peer_interaction,17,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,grading_transparency,17,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,peer_interaction,16,False
openai-gpt-5.2-retrieval-few-shot,clarity,grading_transparency,16,False
openai-gpt-5.2-retrieval-few-shot,relevance,clarity,16,False
openai-gpt-5.2-retrieval-few-shot,support,clarity,15,False
openai-gpt-5.2-retrieval-few-shot,accessibility,workload,15,False
openai-gpt-5.2-retrieval-few-shot,overall_experience,prerequisite_fit,15,False
openai-gpt-5.2-retrieval-few-shot,workload,pacing,15,False
openai-gpt-5.2-retrieval-few-shot,overall_experience,clarity,15,False
openai-gpt-5.2-retrieval-few-shot,relevance,grading_transparency,15,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,grading_transparency,15,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,workload,15,False
openai-gpt-5.2-retrieval-few-shot,organization,workload,15,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,grading_transparency,15,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,workload,15,False
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,workload,15,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,support,15,True
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,clarity,14,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,pacing,14,False
openai-gpt-5.2-retrieval-few-shot,organization,grading_transparency,14,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,pacing,14,False
openai-gpt-5.2-retrieval-few-shot,accessibility,prerequisite_fit,14,False
openai-gpt-5.2-retrieval-few-shot,difficulty,clarity,14,False
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,peer_interaction,14,False
openai-gpt-5.2-retrieval-few-shot,materials,grading_transparency,14,False
openai-gpt-5.2-retrieval-few-shot,practical_application,grading_transparency,14,False
openai-gpt-5.2-retrieval-few-shot,interest,grading_transparency,14,False
openai-gpt-5.2-retrieval-few-shot,difficulty,pacing,14,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,workload,14,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,peer_interaction,13,False
openai-gpt-5.2-retrieval-few-shot,pacing,feedback_quality,13,True
openai-gpt-5.2-retrieval-few-shot,interest,clarity,13,False
openai-gpt-5.2-retrieval-few-shot,relevance,prerequisite_fit,13,False
openai-gpt-5.2-retrieval-few-shot,clarity,workload,13,False
openai-gpt-5.2-retrieval-few-shot,practical_application,prerequisite_fit,13,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,pacing,13,False
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,grading_transparency,12,False
openai-gpt-5.2-retrieval-few-shot,clarity,pacing,12,False
openai-gpt-5.2-retrieval-few-shot,organization,clarity,12,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,clarity,12,False
openai-gpt-5.2-retrieval-few-shot,difficulty,prerequisite_fit,12,False
openai-gpt-5.2-retrieval-few-shot,support,grading_transparency,12,False
openai-gpt-5.2-retrieval-few-shot,organization,peer_interaction,12,False
openai-gpt-5.2-retrieval-few-shot,pacing,workload,12,False
openai-gpt-5.2-retrieval-few-shot,pacing,tooling_usability,12,True
openai-gpt-5.2-retrieval-few-shot,accessibility,pacing,12,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,clarity,11,False
openai-gpt-5.2-retrieval-few-shot,support,prerequisite_fit,11,False
openai-gpt-5.2-retrieval-few-shot,overall_experience,materials,11,False
openai-gpt-5.2-retrieval-few-shot,interest,lecturer_quality,11,False
openai-gpt-5.2-retrieval-few-shot,workload,peer_interaction,11,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,clarity,11,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,clarity,11,False
openai-gpt-5.2-retrieval-few-shot,organization,prerequisite_fit,11,False
openai-gpt-5.2-retrieval-few-shot,tooling_usability,support,11,True
openai-gpt-5.2-retrieval-few-shot,overall_experience,assessment_design,11,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,support,11,True
openai-gpt-5.2-retrieval-few-shot,clarity,peer_interaction,11,False
openai-gpt-5.2-retrieval-few-shot,pacing,support,11,True
openai-gpt-5.2-retrieval-few-shot,difficulty,peer_interaction,11,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,pacing,11,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,peer_interaction,11,False
openai-gpt-5.2-retrieval-few-shot,accessibility,assessment_design,10,False
openai-gpt-5.2-retrieval-few-shot,interest,prerequisite_fit,10,False
openai-gpt-5.2-retrieval-few-shot,support,assessment_design,10,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,clarity,10,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,prerequisite_fit,10,False
openai-gpt-5.2-retrieval-few-shot,pacing,grading_transparency,10,False
openai-gpt-5.2-retrieval-few-shot,relevance,assessment_design,10,False
openai-gpt-5.2-retrieval-few-shot,support,pacing,10,False
openai-gpt-5.2-retrieval-few-shot,materials,lecturer_quality,10,False
openai-gpt-5.2-retrieval-few-shot,clarity,assessment_design,9,False
openai-gpt-5.2-retrieval-few-shot,clarity,prerequisite_fit,9,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,workload,9,False
openai-gpt-5.2-retrieval-few-shot,interest,assessment_design,9,False
openai-gpt-5.2-retrieval-few-shot,relevance,materials,9,False
openai-gpt-5.2-retrieval-few-shot,support,workload,9,False
openai-gpt-5.2-retrieval-few-shot,organization,lecturer_quality,9,False
openai-gpt-5.2-retrieval-few-shot,lecturer_quality,assessment_design,9,False
openai-gpt-5.2-retrieval-few-shot,pacing,clarity,9,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,lecturer_quality,9,False
openai-gpt-5.2-retrieval-few-shot,accessibility,grading_transparency,8,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,grading_transparency,8,False
openai-gpt-5.2-retrieval-few-shot,tooling_usability,grading_transparency,8,False
openai-gpt-5.2-retrieval-few-shot,practical_application,materials,8,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,pacing,8,False
openai-gpt-5.2-retrieval-few-shot,workload,grading_transparency,8,False
openai-gpt-5.2-retrieval-few-shot,workload,clarity,8,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,prerequisite_fit,8,False
openai-gpt-5.2-retrieval-few-shot,materials,clarity,8,False
openai-gpt-5.2-retrieval-few-shot,assessment_design,prerequisite_fit,8,False
openai-gpt-5.2-retrieval-few-shot,overall_experience,lecturer_quality,8,False
openai-gpt-5.2-retrieval-few-shot,tooling_usability,pacing,8,False
openai-gpt-5.2-retrieval-few-shot,pacing,assessment_design,7,False
openai-gpt-5.2-retrieval-few-shot,pacing,peer_interaction,7,False
openai-gpt-5.2-retrieval-few-shot,peer_interaction,assessment_design,7,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,grading_transparency,7,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,peer_interaction,7,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,peer_interaction,7,False
openai-gpt-5.2-retrieval-few-shot,workload,support,7,True
openai-gpt-5.2-retrieval-few-shot,grading_transparency,prerequisite_fit,7,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,prerequisite_fit,7,False
openai-gpt-5.2-retrieval-few-shot,workload,prerequisite_fit,7,False
openai-gpt-5.2-retrieval-few-shot,organization,materials,7,False
openai-gpt-5.2-retrieval-few-shot,exam_fairness,lecturer_quality,7,False
openai-gpt-5.2-retrieval-few-shot,practical_application,clarity,7,False
openai-gpt-5.2-retrieval-few-shot,practical_application,assessment_design,7,False
openai-gpt-5.2-retrieval-few-shot,difficulty,assessment_design,7,False
openai-gpt-5.2-retrieval-few-shot,grading_transparency,assessment_design,7,False
openai-gpt-5.2-retrieval-few-shot,accessibility,materials,6,False
openai-gpt-5.2-retrieval-few-shot,prerequisite_fit,lecturer_quality,6,False
openai-gpt-5.2-retrieval-few-shot,clarity,materials,6,False
openai-gpt-5.2-retrieval-few-shot,tooling_usability,clarity,6,False
openai-gpt-5.2-retrieval-few-shot,materials,pacing,6,False
openai-gpt-5.2-retrieval-few-shot,materials,peer_interaction,6,False
openai-gpt-5.2-retrieval-few-shot,support,lecturer_quality,6,False
openai-gpt-5.2-retrieval-few-shot,difficulty,lecturer_quality,5,False
openai-gpt-5.2-retrieval-few-shot,pacing,prerequisite_fit,5,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,materials,5,False
openai-gpt-5.2-retrieval-few-shot,workload,assessment_design,5,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,clarity,5,False
openai-gpt-5.2-retrieval-few-shot,materials,prerequisite_fit,5,False
openai-gpt-5.2-retrieval-few-shot,organization,assessment_design,5,False
openai-gpt-5.2-retrieval-few-shot,feedback_quality,lecturer_quality,5,False
